Chemical Formula,Eg predicted by ETR (eV),Eg predicted by XGBR (eV)
C3H18N9Sn1F5,2.398293,2.374188
C3H18N9Sn1Cl5,2.792728,3.291862
C3H18N9Sn1Br5,2.648387,3.015377
C3H18N9Sn1I5,2.209394,3.038419
C3H18N9Pb1F5,2.924007,2.486892
C3H18N9Pb1Cl5,2.954163,3.154463
C3H18N9Pb1Br5,2.849904,2.913745
C3H18N9Pb1I5,2.298592,3.025159
C3H18N9Bi1F5,2.806163,2.216519
C3H18N9Bi1Cl5,2.994131,3.109985
C3H18N9Bi1Br5,2.884749,2.655756
C3H18N9Bi1I5,2.283386,2.862532
C3H36N16Ge1F5,3.106111,3.958727
C3H36N16Ge1Cl5,3.084572,3.366578
C3H36N16Ge1Br5,2.951582,3.315423
C3H36N16Ge1I5,2.375525,3.13348
C3H36N16Cd1F5,2.677263,2.330888
C3H36N16Cd1Cl5,2.974659,3.135352
C3H36N16Cd1Br5,2.870901,3.020154
C3H36N16Cd1I5,2.605909,3.383868
C3H36N16Sn1F5,2.490947,2.456211
C3H36N16Sn1Cl5,2.81223,3.276595
C3H36N16Sn1Br5,2.652005,3.060374
C3H36N16Sn1I5,2.248173,3.158168
C3H36N16Pb1F5,2.985398,2.594416
C3H36N16Pb1Cl5,2.965281,3.215999
C3H36N16Pb1Br5,2.847874,2.933836
C3H36N16Pb1I5,2.350443,3.217549
C3H36N16Bi1F5,2.816951,2.363362
C3H36N16Bi1Cl5,3.03022,3.113217
C3H36N16Bi1Br5,2.921809,2.688044
C3H36N16Bi1I5,2.283459,2.338234
C4H24N12Ge1F6,2.889512,3.271759
C4H24N12Ge1Cl6,2.965041,3.405278
C4H24N12Ge1Br6,2.856897,3.094436
C4H24N12Ge1I6,2.332679,2.919484
C4H24N12Cd1F6,2.610114,2.280765
C4H24N12Cd1Cl6,3.001318,3.430641
C4H24N12Cd1Br6,2.920334,2.866823
C4H24N12Cd1I6,2.68352,3.065244
C4H24N12Sn1F6,2.407379,2.274929
C4H24N12Sn1Cl6,2.8215,3.345879
C4H24N12Sn1Br6,2.68768,2.899536
C4H24N12Sn1I6,2.286537,2.969317
C4H24N12Pb1F6,2.911577,2.369815
C4H24N12Pb1Cl6,2.930314,3.170891
C4H24N12Pb1Br6,2.877906,2.68973
C4H24N12Pb1I6,2.29826,2.961118
C4H24N12Bi1F6,2.851897,2.423059
C4H24N12Bi1Cl6,2.865296,3.141117
C4H24N12Bi1Br6,2.791768,2.647106
C4H24N12Bi1I6,2.262479,2.832122
C2H12N6Ge1F4,3.012995,3.269749
C2H12N6Ge1Cl4,3.062161,3.33109
C2H12N6Ge1Br4,2.936716,3.239526
C2H12N6Ge1I4,2.351526,3.063573
C2H12N6Cd1F4,2.608945,2.335664
C2H12N6Cd1Cl4,2.943627,3.126608
C2H12N6Cd1Br4,2.829954,2.897967
C2H12N6Cd1I4,2.603615,3.357962
C2H12N6Sn1F4,2.410134,2.429346
C2H12N6Sn1Cl4,2.812221,3.284855
C2H12N6Sn1Br4,2.675379,3.085366
C2H12N6Sn1I4,2.222885,3.113938
C2H12N6Pb1F4,2.927907,2.541137
C2H12N6Pb1Cl4,2.98408,3.214032
C2H12N6Pb1Br4,2.865714,2.952276
C2H12N6Pb1I4,2.332074,3.212727
C2H12N6Bi1F4,2.843639,2.253606
C2H12N6Bi1Cl4,3.023275,3.129906
C2H12N6Bi1Br4,2.920978,2.697789
C2H12N6Bi1I4,2.294936,2.295599
C1Cs2H6N3Ge2F8,2.952271,3.236121
C1Cs2H6N3Ge2Cl8,3.018229,3.333624
C1Cs2H6N3Ge2Br8,2.82072,3.193237
C1Cs2H6N3Ge2I8,2.382002,2.503153
C1Cs2H6N3Cd2F8,2.614853,2.182852
C1Cs2H6N3Cd2Cl8,2.937043,3.282139
C1Cs2H6N3Cd2Br8,2.82657,2.916699
C1Cs2H6N3Cd2I8,2.634188,2.640168
C1Cs2H6N3Sn2F8,2.417493,2.181213
C1Cs2H6N3Sn2Cl8,2.805741,3.310232
C1Cs2H6N3Sn2Br8,2.625267,3.088623
C1Cs2H6N3Sn2I8,2.269321,2.487603
C1Cs2H6N3Pb2F8,2.882922,2.362333
C1Cs2H6N3Pb2Cl8,2.9405,3.096597
C1Cs2H6N3Pb2Br8,2.818346,2.944396
C1Cs2H6N3Pb2I8,2.367611,2.561064
C1Cs2H6N3Bi2F8,2.817553,2.256518
C1Cs2H6N3Bi2Cl8,3.03195,3.001026
C1Cs2H6N3Bi2Br8,2.938295,2.860909
C1Cs2H6N3Bi2I8,2.331098,2.450742
C1Cs1H6N3Ge1F5,2.980739,3.278908
C1Cs1H6N3Ge1Cl5,3.047871,3.392833
C1Cs1H6N3Ge1Br5,2.868407,3.249545
C1Cs1H6N3Ge1I5,2.37511,2.549278
C1Cs1H6N3Cd1F5,2.641497,2.085551
C1Cs1H6N3Cd1Cl5,2.923601,3.245742
C1Cs1H6N3Cd1Br5,2.808063,2.92698
C1Cs1H6N3Cd1I5,2.638007,2.989564
C1Cs1H6N3Sn1F5,2.431742,2.24288
C1Cs1H6N3Sn1Cl5,2.821354,3.355296
C1Cs1H6N3Sn1Br5,2.648405,3.120948
C1Cs1H6N3Sn1I5,2.226628,2.540198
C1Cs1H6N3Pb1F5,2.935357,2.421367
C1Cs1H6N3Pb1Cl5,3.004427,3.325268
C1Cs1H6N3Pb1Br5,2.857647,3.008419
C1Cs1H6N3Pb1I5,2.325577,2.652455
C1Cs1H6N3Bi1F5,2.819853,2.256007
C1Cs1H6N3Bi1Cl5,3.023506,3.040815
C1Cs1H6N3Bi1Br5,2.925622,2.848353
C1Cs1H6N3Bi1I5,2.308138,2.310178
C1Cs1H8N3Ge1F4,2.943329,3.237912
C1Cs1H8N3Ge1Cl4,3.002329,3.342383
C1Cs1H8N3Ge1Br4,2.81782,3.194095
C1Cs1H8N3Ge1I4,2.347644,2.523462
C1Cs1H8N3Cd1F4,2.60297,2.171219
C1Cs1H8N3Cd1Cl4,2.945773,3.313741
C1Cs1H8N3Cd1Br4,2.842181,2.867111
C1Cs1H8N3Cd1I4,2.63277,2.59454
C1Cs1H8N3Sn1F4,2.372181,2.189986
C1Cs1H8N3Sn1Cl4,2.799698,3.322289
C1Cs1H8N3Sn1Br4,2.65646,3.084971
C1Cs1H8N3Sn1I4,2.289131,2.523087
C1Cs1H8N3Pb1F4,2.840776,2.365132
C1Cs1H8N3Pb1Cl4,2.922482,3.149084
C1Cs1H8N3Pb1Br4,2.838379,2.915863
C1Cs1H8N3Pb1I4,2.363939,2.584145
C1Cs1H8N3Bi1F4,2.817553,2.261937
C1Cs1H8N3Bi1Cl4,3.028733,2.956026
C1Cs1H8N3Bi1Br4,2.925571,2.781951
C1Cs1H8N3Bi1I4,2.329377,2.346639
C1Cs1H8N3Ge1F5,2.943329,3.237912
C1Cs1H8N3Ge1Cl5,3.002329,3.342383
C1Cs1H8N3Ge1Br5,2.82362,3.194095
C1Cs1H8N3Ge1I5,2.358233,2.520256
C1Cs1H8N3Cd1F5,2.61192,2.240937
C1Cs1H8N3Cd1Cl5,2.93713,3.327523
C1Cs1H8N3Cd1Br5,2.845535,2.832056
C1Cs1H8N3Cd1I5,2.63727,2.593354
C1Cs1H8N3Sn1F5,2.393131,2.189986
C1Cs1H8N3Sn1Cl5,2.802098,3.322289
C1Cs1H8N3Sn1Br5,2.647417,3.045995
C1Cs1H8N3Sn1I5,2.286867,2.49681
C1Cs1H8N3Pb1F5,2.851976,2.365132
C1Cs1H8N3Pb1Cl5,2.912407,3.158395
C1Cs1H8N3Pb1Br5,2.863089,2.868644
C1Cs1H8N3Pb1I5,2.375764,2.591201
C1Cs1H8N3Bi1F5,2.832603,2.261937
C1Cs1H8N3Bi1Cl5,3.03235,2.951823
C1Cs1H8N3Bi1Br5,2.914004,2.752326
C1Cs1H8N3Bi1I5,2.335901,2.364778
Cs1Ge2F5,3.01685,3.273875
Cs1Ge2Cl5,3.10391,3.014908
Cs1Ge2Br5,2.877341,3.145146
Cs1Ge2I5,2.345317,2.497208
Cs1Cd2F5,2.641694,2.218552
Cs1Cd2Cl5,2.909586,2.802967
Cs1Cd2Br5,2.808785,2.853875
Cs1Cd2I5,2.598902,2.694718
Cs1Sn2F5,2.457288,2.395447
Cs1Sn2Cl5,2.861038,3.237653
Cs1Sn2Br5,2.589173,2.983433
Cs1Sn2I5,2.203563,2.496523
Cs1Pb2F5,2.843498,2.672911
Cs1Pb2Cl5,2.949747,2.883461
Cs1Pb2Br5,2.768104,2.887412
Cs1Pb2I5,2.315317,2.478867
Cs1Bi2F5,2.856092,2.2833
Cs1Bi2Cl5,3.07003,3.006504
Cs1Bi2Br5,2.946702,3.131736
Cs1Bi2I5,2.331309,2.39582
C16H22N2Ge1F6,3.146767,4.043293
C16H22N2Ge1Cl6,3.085267,3.246646
C16H22N2Ge1Br6,2.956594,3.204852
C16H22N2Ge1I6,2.386928,2.594687
C16H22N2Cd1F6,2.634717,2.267659
C16H22N2Cd1Cl6,2.857128,2.879585
C16H22N2Cd1Br6,2.816488,2.929812
C16H22N2Cd1I6,2.598637,2.849683
C16H22N2Sn1F6,2.496438,2.413694
C16H22N2Sn1Cl6,2.876724,3.164801
C16H22N2Sn1Br6,2.686068,3.099101
C16H22N2Sn1I6,2.16425,2.546262
C16H22N2Pb1F6,2.944157,2.573253
C16H22N2Pb1Cl6,3.024812,3.048746
C16H22N2Pb1Br6,2.865173,2.858213
C16H22N2Pb1I6,2.37529,2.609721
C16H22N2Bi1F6,2.82877,2.149513
C16H22N2Bi1Cl6,3.048687,3.037701
C16H22N2Bi1Br6,2.92773,2.665346
C16H22N2Bi1I6,2.289214,2.297316
C16H22N2Ge1F6,3.146767,4.043293
C16H22N2Ge1Cl6,3.085267,3.246646
C16H22N2Ge1Br6,2.956594,3.204852
C16H22N2Ge1I6,2.386928,2.594687
C16H22N2Cd1F6,2.634717,2.267659
C16H22N2Cd1Cl6,2.857128,2.879585
C16H22N2Cd1Br6,2.816488,2.929812
C16H22N2Cd1I6,2.598637,2.849683
C16H22N2Sn1F6,2.496438,2.413694
C16H22N2Sn1Cl6,2.876724,3.164801
C16H22N2Sn1Br6,2.686068,3.099101
C16H22N2Sn1I6,2.16425,2.546262
C16H22N2Pb1F6,2.944157,2.573253
C16H22N2Pb1Cl6,3.024812,3.048746
C16H22N2Pb1Br6,2.865173,2.858213
C16H22N2Pb1I6,2.37529,2.609721
C16H22N2Bi1F6,2.82877,2.149513
C16H22N2Bi1Cl6,3.048687,3.037701
C16H22N2Bi1Br6,2.92773,2.665346
C16H22N2Bi1I6,2.289214,2.297316
C16H22N2Ge1F6,2.972661,3.316887
C16H22N2Ge1Cl6,3.037092,3.497046
C16H22N2Ge1Br6,3.00916,3.282973
C16H22N2Ge1I6,2.364142,2.47315
C16H22N2Cd1F6,2.643217,2.430984
C16H22N2Cd1Cl6,2.991477,3.374933
C16H22N2Cd1Br6,2.871911,3.243179
C16H22N2Cd1I6,2.532457,2.717069
C16H22N2Sn1F6,2.408273,2.365941
C16H22N2Sn1Cl6,2.874326,3.400256
C16H22N2Sn1Br6,2.696014,3.191645
C16H22N2Sn1I6,2.173752,2.63764
C16H22N2Pb1F6,2.845491,2.627074
C16H22N2Pb1Cl6,2.982137,3.117942
C16H22N2Pb1Br6,2.907997,3.029742
C16H22N2Pb1I6,2.295857,2.550051
C16H22N2Bi1F6,2.792379,2.274654
C16H22N2Bi1Cl6,3.027458,3.062239
C16H22N2Bi1Br6,2.913111,2.783789
C16H22N2Bi1I6,2.294439,2.337057
C20H22N6Ge3F12,2.977448,3.247937
C20H22N6Ge3Cl12,3.058294,3.02883
C20H22N6Ge3Br12,2.985214,3.313864
C20H22N6Ge3I12,2.393087,2.822291
C20H22N6Cd3F12,2.640676,2.273074
C20H22N6Cd3Cl12,2.889611,2.934197
C20H22N6Cd3Br12,2.828547,2.971999
C20H22N6Cd3I12,2.616695,3.377688
C20H22N6Sn3F12,2.395921,2.3794
C20H22N6Sn3Cl12,2.77582,2.960552
C20H22N6Sn3Br12,2.638518,3.099736
C20H22N6Sn3I12,2.205598,2.853889
C20H22N6Pb3F12,2.920942,2.576053
C20H22N6Pb3Cl12,2.945247,2.927726
C20H22N6Pb3Br12,2.872686,2.973289
C20H22N6Pb3I12,2.365164,2.837875
C20H22N6Bi3F12,2.804826,2.215496
C20H22N6Bi3Cl12,3.034128,3.106624
C20H22N6Bi3Br12,2.900519,2.640877
C20H22N6Bi3I12,2.324504,2.299129
C20H22N6Ge3F12,2.977448,3.247937
C20H22N6Ge3Cl12,3.058294,3.02883
C20H22N6Ge3Br12,2.985214,3.313864
C20H22N6Ge3I12,2.393087,2.822291
C20H22N6Cd3F12,2.640676,2.273074
C20H22N6Cd3Cl12,2.889611,2.934197
C20H22N6Cd3Br12,2.828547,2.971999
C20H22N6Cd3I12,2.616695,3.377688
C20H22N6Sn3F12,2.395921,2.3794
C20H22N6Sn3Cl12,2.77582,2.960552
C20H22N6Sn3Br12,2.638518,3.099736
C20H22N6Sn3I12,2.205598,2.853889
C20H22N6Pb3F12,2.920942,2.576053
C20H22N6Pb3Cl12,2.945247,2.927726
C20H22N6Pb3Br12,2.872686,2.973289
C20H22N6Pb3I12,2.365164,2.837875
C20H22N6Bi3F12,2.804826,2.215496
C20H22N6Bi3Cl12,3.034128,3.106624
C20H22N6Bi3Br12,2.900519,2.640877
C20H22N6Bi3I12,2.324504,2.299129
C16H22N2Ge1F6,3.146767,4.043293
C16H22N2Ge1Cl6,3.085267,3.246646
C16H22N2Ge1Br6,2.956594,3.204852
C16H22N2Ge1I6,2.386928,2.594687
C16H22N2Cd1F6,2.634717,2.267659
C16H22N2Cd1Cl6,2.857128,2.879585
C16H22N2Cd1Br6,2.816488,2.929812
C16H22N2Cd1I6,2.598637,2.849683
C16H22N2Sn1F6,2.496438,2.413694
C16H22N2Sn1Cl6,2.876724,3.164801
C16H22N2Sn1Br6,2.686068,3.099101
C16H22N2Sn1I6,2.16425,2.546262
C16H22N2Pb1F6,2.944157,2.573253
C16H22N2Pb1Cl6,3.024812,3.048746
C16H22N2Pb1Br6,2.865173,2.858213
C16H22N2Pb1I6,2.37529,2.609721
C16H22N2Bi1F6,2.82877,2.149513
C16H22N2Bi1Cl6,3.048687,3.037701
C16H22N2Bi1Br6,2.92773,2.665346
C16H22N2Bi1I6,2.289214,2.297316
C2N6Ge1F4,3.012995,3.252274
C2N6Ge1Cl4,3.057911,3.336349
C2N6Ge1Br4,2.923716,3.219865
C2N6Ge1I4,2.353376,3.034589
C2N6Cd1F4,2.614945,2.296738
C2N6Cd1Cl4,2.933259,3.12876
C2N6Cd1Br4,2.826163,3.03575
C2N6Cd1I4,2.601515,3.305014
C2N6Sn1F4,2.414034,2.409508
C2N6Sn1Cl4,2.798921,3.270451
C2N6Sn1Br4,2.65608,3.096355
C2N6Sn1I4,2.220357,3.033034
C2N6Pb1F4,2.927107,2.52249
C2N6Pb1Cl4,2.98058,3.189746
C2N6Pb1Br4,2.845764,2.964041
C2N6Pb1I4,2.334639,3.068741
C2N6Bi1F4,2.804406,2.198109
C2N6Bi1Cl4,2.994278,3.093681
C2N6Bi1Br4,2.896822,2.681227
C2N6Bi1I4,2.287065,2.560149
C5N16Ge2F8,2.932122,3.265435
C5N16Ge2Cl8,2.981377,3.385933
C5N16Ge2Br8,2.859185,3.21011
C5N16Ge2I8,2.372409,3.059593
C5N16Cd2F8,2.617508,2.225985
C5N16Cd2Cl8,2.955094,3.362336
C5N16Cd2Br8,2.87061,2.936587
C5N16Cd2I8,2.62382,3.176275
C5N16Sn2F8,2.391281,2.254368
C5N16Sn2Cl8,2.767528,3.325621
C5N16Sn2Br8,2.662782,3.008429
C5N16Sn2I8,2.262118,3.066093
C5N16Pb2F8,2.91488,2.363189
C5N16Pb2Cl8,2.92718,3.158418
C5N16Pb2Br8,2.851115,2.856388
C5N16Pb2I8,2.313108,3.095572
C5N16Bi2F8,2.825227,2.420505
C5N16Bi2Cl8,2.892196,3.13394
C5N16Bi2Br8,2.856755,2.695565
C5N16Bi2I8,2.268837,2.870915
C2N6Ge1F4,2.939213,3.259664
C2N6Ge1Cl4,3.019278,3.344687
C2N6Ge1Br4,2.870245,3.173081
C2N6Ge1I4,2.338189,3.053296
C2N6Cd1F4,2.615308,2.231152
C2N6Cd1Cl4,2.92834,3.354356
C2N6Cd1Br4,2.817429,2.874381
C2N6Cd1I4,2.585783,3.191715
C2N6Sn1F4,2.396993,2.225372
C2N6Sn1Cl4,2.773428,3.300292
C2N6Sn1Br4,2.617602,2.980222
C2N6Sn1I4,2.202727,3.065156
C2N6Pb1F4,2.932657,2.341563
C2N6Pb1Cl4,2.954363,3.160184
C2N6Pb1Br4,2.841113,2.835894
C2N6Pb1I4,2.287192,3.069105
C2N6Bi1F4,2.831527,2.40531
C2N6Bi1Cl4,2.915946,3.141943
C2N6Bi1Br4,2.850679,2.651233
C2N6Bi1I4,2.266887,2.71415
C2N6Ge1F4,3.012995,3.252274
C2N6Ge1Cl4,3.057911,3.336349
C2N6Ge1Br4,2.923716,3.219865
C2N6Ge1I4,2.353376,3.034589
C2N6Cd1F4,2.614945,2.296738
C2N6Cd1Cl4,2.933259,3.12876
C2N6Cd1Br4,2.826163,3.03575
C2N6Cd1I4,2.601515,3.305014
C2N6Sn1F4,2.414034,2.409508
C2N6Sn1Cl4,2.798921,3.270451
C2N6Sn1Br4,2.65608,3.096355
C2N6Sn1I4,2.220357,3.033034
C2N6Pb1F4,2.927107,2.52249
C2N6Pb1Cl4,2.98058,3.189746
C2N6Pb1Br4,2.845764,2.964041
C2N6Pb1I4,2.334639,3.068741
C2N6Bi1F4,2.804406,2.198109
C2N6Bi1Cl4,2.994278,3.093681
C2N6Bi1Br4,2.896822,2.681227
C2N6Bi1I4,2.287065,2.560149
C2N6Ge1F4,3.012995,3.252274
C2N6Ge1Cl4,3.057911,3.336349
C2N6Ge1Br4,2.923716,3.219865
C2N6Ge1I4,2.353376,3.034589
C2N6Cd1F4,2.614945,2.296738
C2N6Cd1Cl4,2.933259,3.12876
C2N6Cd1Br4,2.826163,3.03575
C2N6Cd1I4,2.601515,3.305014
C2N6Sn1F4,2.414034,2.409508
C2N6Sn1Cl4,2.798921,3.270451
C2N6Sn1Br4,2.65608,3.096355
C2N6Sn1I4,2.220357,3.033034
C2N6Pb1F4,2.927107,2.52249
C2N6Pb1Cl4,2.98058,3.189746
C2N6Pb1Br4,2.845764,2.964041
C2N6Pb1I4,2.334639,3.068741
C2N6Bi1F4,2.804406,2.198109
C2N6Bi1Cl4,2.994278,3.093681
C2N6Bi1Br4,2.896822,2.681227
C2N6Bi1I4,2.287065,2.560149
C5N16Ge2F8,2.932122,3.265435
C5N16Ge2Cl8,2.981377,3.385933
C5N16Ge2Br8,2.859185,3.21011
C5N16Ge2I8,2.372409,3.059593
C5N16Cd2F8,2.617508,2.225985
C5N16Cd2Cl8,2.955094,3.362336
C5N16Cd2Br8,2.87061,2.936587
C5N16Cd2I8,2.62382,3.176275
C5N16Sn2F8,2.391281,2.254368
C5N16Sn2Cl8,2.767528,3.325621
C5N16Sn2Br8,2.662782,3.008429
C5N16Sn2I8,2.262118,3.066093
C5N16Pb2F8,2.91488,2.363189
C5N16Pb2Cl8,2.92718,3.158418
C5N16Pb2Br8,2.851115,2.856388
C5N16Pb2I8,2.313108,3.095572
C5N16Bi2F8,2.825227,2.420505
C5N16Bi2Cl8,2.892196,3.13394
C5N16Bi2Br8,2.856755,2.695565
C5N16Bi2I8,2.268837,2.870915
C2N6Ge1F4,2.939213,3.259664
C2N6Ge1Cl4,3.019278,3.344687
C2N6Ge1Br4,2.870245,3.173081
C2N6Ge1I4,2.338189,3.053296
C2N6Cd1F4,2.615308,2.231152
C2N6Cd1Cl4,2.92834,3.354356
C2N6Cd1Br4,2.817429,2.874381
C2N6Cd1I4,2.585783,3.191715
C2N6Sn1F4,2.396993,2.225372
C2N6Sn1Cl4,2.773428,3.300292
C2N6Sn1Br4,2.617602,2.980222
C2N6Sn1I4,2.202727,3.065156
C2N6Pb1F4,2.932657,2.341563
C2N6Pb1Cl4,2.954363,3.160184
C2N6Pb1Br4,2.841113,2.835894
C2N6Pb1I4,2.287192,3.069105
C2N6Bi1F4,2.831527,2.40531
C2N6Bi1Cl4,2.915946,3.141943
C2N6Bi1Br4,2.850679,2.651233
C2N6Bi1I4,2.266887,2.71415
C4H17N8Ge1F4,3.078811,3.965334
C4H17N8Ge1Cl4,3.080072,3.324443
C4H17N8Ge1Br4,2.947835,3.284418
C4H17N8Ge1I4,2.374726,3.119905
C4H17N8Cd1F4,2.678913,2.410675
C4H17N8Cd1Cl4,2.941209,3.135352
C4H17N8Cd1Br4,2.833851,3.008047
C4H17N8Cd1I4,2.599409,3.382132
C4H17N8Sn1F4,2.49644,2.4204
C4H17N8Sn1Cl4,2.80678,3.282443
C4H17N8Sn1Br4,2.663446,3.07251
C4H17N8Sn1I4,2.25274,3.143528
C4H17N8Pb1F4,2.955429,2.500448
C4H17N8Pb1Cl4,2.970071,3.217074
C4H17N8Pb1Br4,2.857831,2.905576
C4H17N8Pb1I4,2.352893,3.21376
C4H17N8Bi1F4,2.812138,2.325832
C4H17N8Bi1Cl4,3.030735,3.117363
C4H17N8Bi1Br4,2.923655,2.636148
C4H17N8Bi1I4,2.280178,2.3528
C3H10N6Ge1F4,3.012995,3.269749
C3H10N6Ge1Cl4,3.064761,3.33109
C3H10N6Ge1Br4,2.938516,3.239526
C3H10N6Ge1I4,2.354526,3.063573
C3H10N6Cd1F4,2.609095,2.331979
C3H10N6Cd1Cl4,2.945027,3.120336
C3H10N6Cd1Br4,2.828854,2.897967
C3H10N6Cd1I4,2.599365,3.240524
C3H10N6Sn1F4,2.407934,2.425661
C3H10N6Sn1Cl4,2.807571,3.284855
C3H10N6Sn1Br4,2.663079,3.085366
C3H10N6Sn1I4,2.211285,3.025565
C3H10N6Pb1F4,2.926907,2.537452
C3H10N6Pb1Cl4,2.97658,3.214032
C3H10N6Pb1Br4,2.865814,2.952276
C3H10N6Pb1I4,2.320324,3.028688
C3H10N6Bi1F4,2.839139,2.209887
C3H10N6Bi1Cl4,3.009341,3.109685
C3H10N6Bi1Br4,2.91762,2.732661
C3H10N6Bi1I4,2.289073,2.324507
C3H14N6Ge1F4,3.106111,3.978276
C3H14N6Ge1Cl4,3.068268,3.321996
C3H14N6Ge1Br4,2.948261,3.284234
C3H14N6Ge1I4,2.374626,3.183538
C3H14N6Cd1F4,2.683095,2.455442
C3H14N6Cd1Cl4,2.954659,3.329658
C3H14N6Cd1Br4,2.847051,3.124022
C3H14N6Cd1I4,2.619109,3.424422
C3H14N6Sn1F4,2.499207,2.35524
C3H14N6Sn1Cl4,2.82233,3.298225
C3H14N6Sn1Br4,2.665196,3.103587
C3H14N6Sn1I4,2.247685,3.147263
C3H14N6Pb1F4,2.990958,2.462594
C3H14N6Pb1Cl4,2.977763,3.218444
C3H14N6Pb1Br4,2.848839,3.013436
C3H14N6Pb1I4,2.346971,3.2054
C3H14N6Bi1F4,2.808301,2.326033
C3H14N6Bi1Cl4,3.031535,3.117363
C3H14N6Bi1Br4,2.92919,2.684428
C3H14N6Bi1I4,2.278635,2.337612
C4H17N8Ge1F4,3.078811,3.965334
C4H17N8Ge1Cl4,3.080072,3.324443
C4H17N8Ge1Br4,2.947835,3.284418
C4H17N8Ge1I4,2.374726,3.119905
C4H17N8Cd1F4,2.678913,2.410675
C4H17N8Cd1Cl4,2.941209,3.135352
C4H17N8Cd1Br4,2.833851,3.008047
C4H17N8Cd1I4,2.599409,3.382132
C4H17N8Sn1F4,2.49644,2.4204
C4H17N8Sn1Cl4,2.80678,3.282443
C4H17N8Sn1Br4,2.663446,3.07251
C4H17N8Sn1I4,2.25274,3.143528
C4H17N8Pb1F4,2.955429,2.500448
C4H17N8Pb1Cl4,2.970071,3.217074
C4H17N8Pb1Br4,2.857831,2.905576
C4H17N8Pb1I4,2.352893,3.21376
C4H17N8Bi1F4,2.812138,2.325832
C4H17N8Bi1Cl4,3.030735,3.117363
C4H17N8Bi1Br4,2.923655,2.636148
C4H17N8Bi1I4,2.280178,2.3528
C24H80N8Ge2F7,3.003364,3.294104
C24H80N8Ge2Cl7,3.15251,3.353249
C24H80N8Ge2Br7,2.984812,3.252246
C24H80N8Ge2I7,2.358981,2.51765
C24H80N8Cd2F7,2.595505,2.422472
C24H80N8Cd2Cl7,3.02187,3.517417
C24H80N8Cd2Br7,2.881295,3.106109
C24H80N8Cd2I7,2.602682,2.693074
C24H80N8Sn2F7,2.50382,2.389176
C24H80N8Sn2Cl7,2.900934,3.381133
C24H80N8Sn2Br7,2.702258,3.137259
C24H80N8Sn2I7,2.201966,2.561982
C24H80N8Pb2F7,2.970351,2.508973
C24H80N8Pb2Cl7,3.043432,3.200417
C24H80N8Pb2Br7,2.894027,3.198828
C24H80N8Pb2I7,2.283584,2.642618
C24H80N8Bi2F7,2.864642,2.297193
C24H80N8Bi2Cl7,3.036631,3.07228
C24H80N8Bi2Br7,2.929722,2.787022
C24H80N8Bi2I7,2.261255,2.49217
C3H10N1Ge1F4,3.057802,3.265248
C3H10N1Ge1Cl4,3.15545,3.515335
C3H10N1Ge1Br4,2.986414,3.366781
C3H10N1Ge1I4,2.360843,2.732292
C3H10N1Cd1F4,2.67417,2.442883
C3H10N1Cd1Cl4,2.944652,3.751863
C3H10N1Cd1Br4,2.875382,3.230266
C3H10N1Cd1I4,2.603691,2.987082
C3H10N1Sn1F4,2.49561,2.411483
C3H10N1Sn1Cl4,2.8526,3.686641
C3H10N1Sn1Br4,2.67511,3.168301
C3H10N1Sn1I4,2.181802,2.768482
C3H10N1Pb1F4,2.963232,2.54909
C3H10N1Pb1Cl4,2.948437,3.516178
C3H10N1Pb1Br4,2.880184,3.143023
C3H10N1Pb1I4,2.315775,2.557778
C3H10N1Bi1F4,2.889502,2.305042
C3H10N1Bi1Cl4,3.065782,3.246126
C3H10N1Bi1Br4,2.917699,2.902653
C3H10N1Bi1I4,2.285103,2.503386
C20H72N8Ge2F7,3.010576,3.220799
C20H72N8Ge2Cl7,3.131496,3.360641
C20H72N8Ge2Br7,2.984979,3.261278
C20H72N8Ge2I7,2.362709,2.565403
C20H72N8Cd2F7,2.617005,2.426175
C20H72N8Cd2Cl7,3.028448,3.536183
C20H72N8Cd2Br7,2.881856,3.112666
C20H72N8Cd2I7,2.598832,2.701306
C20H72N8Sn2F7,2.496974,2.398656
C20H72N8Sn2Cl7,2.905134,3.402835
C20H72N8Sn2Br7,2.697558,3.096881
C20H72N8Sn2I7,2.208266,2.535183
C20H72N8Pb2F7,2.962651,2.512993
C20H72N8Pb2Cl7,3.046132,3.204053
C20H72N8Pb2Br7,2.887732,3.106335
C20H72N8Pb2I7,2.285013,2.660009
C20H72N8Bi2F7,2.863442,2.297193
C20H72N8Bi2Cl7,3.036631,3.07228
C20H72N8Bi2Br7,2.931215,2.825279
C20H72N8Bi2I7,2.261555,2.49217
C9H30N3Ge4F14,2.999588,3.304063
C9H30N3Ge4Cl14,3.124218,2.998865
C9H30N3Ge4Br14,2.988834,3.375158
C9H30N3Ge4I14,2.380254,2.678671
C9H30N3Cd4F14,2.656843,2.332642
C9H30N3Cd4Cl14,2.95001,3.071777
C9H30N3Cd4Br14,2.885441,3.299021
C9H30N3Cd4I14,2.645203,3.035736
C9H30N3Sn4F14,2.437857,2.418081
C9H30N3Sn4Cl14,2.829516,2.998689
C9H30N3Sn4Br14,2.68617,3.184644
C9H30N3Sn4I14,2.204362,2.597422
C9H30N3Pb4F14,2.96739,2.631706
C9H30N3Pb4Cl14,2.974967,2.857366
C9H30N3Pb4Br14,2.851134,3.007641
